Net generation overhead,JSON,DTapn,DTapnQ,LTL,Init+Final
0.018895864486694336,0.04774165153503418,8.569654941558838,0.00013518333435058594,2.55908465385437,10004
0.002374887466430664,0.005082607269287109,0.07549881935119629,0.00018262863159179688,0.046567440032958984,1004
0.00025725364685058594,0.0008339881896972656,0.002033710479736328,0.0001735687255859375,0.0022995471954345703,104
0.0025637149810791016,0.00492095947265625,0.13813424110412598,0.00019788742065429688,0.06179952621459961,1104
0.02337646484375,0.050551414489746094,12.951411247253418,0.00013518333435058594,3.5987389087677,12004
0.002630949020385742,0.006412506103515625,0.12141060829162598,0.0001933574676513672,0.05734586715698242,1204
0.0020215511322021484,0.005936384201049805,0.12976717948913574,0.00020194053649902344,0.07453012466430664,1304
0.046369314193725586,0.05670523643493652,17.955159187316895,0.00014662742614746094,4.889797210693359,14004
0.001886129379272461,0.00726771354675293,0.14702248573303223,0.0002071857452392578,0.07363033294677734,1404
0.0019087791442871094,0.005501508712768555,0.17577385902404785,0.0002067089080810547,0.0755302906036377,1504
0.04992961883544922,0.06049704551696777,24.32121181488037,0.00016689300537109375,6.393693685531616,16004
0.0030443668365478516,0.00739598274230957,0.19536709785461426,0.00019359588623046875,0.08297085762023926,1604
0.0022313594818115234,0.007412910461425781,0.21944832801818848,0.00020813941955566406,0.10394620895385742,1704
0.055084228515625,0.062471866607666016,30.790220022201538,0.00015473365783691406,8.12711763381958,18004
0.003999233245849609,0.008498191833496094,0.2441251277923584,0.0002186298370361328,0.10184359550476074,1804
0.004078388214111328,0.007177829742431641,0.28049612045288086,0.00022912025451660156,0.1118614673614502,1904
0.05994534492492676,0.06895565986633301,39.310723304748535,0.00015282630920410156,9.981229543685913,20004
0.004251718521118164,0.007449150085449219,0.2992973327636719,0.0001919269561767578,0.12223339080810547,2004
0.0004551410675048828,0.001329183578491211,0.0073587894439697266,0.00033211708068847656,0.0032978057861328125,204
0.0045185089111328125,0.01033926010131836,0.3369319438934326,0.000186920166015625,0.1327991485595703,2104
0.0005061626434326172,0.001298666000366211,0.012899398803710938,0.00017714500427246094,0.004885435104370117,304
0.006997823715209961,0.020222902297973633,1.6126782894134521,0.0001533031463623047,0.4152541160583496,4004
0.0005848407745361328,0.0018131732940673828,0.022756099700927734,0.00019550323486328125,0.009791851043701172,404
0.0006799697875976562,0.004174947738647461,0.028354406356811523,0.0001518726348876953,0.014980077743530273,504
0.014052629470825195,0.02460789680480957,3.0470046997070312,0.00021028518676757812,1.088386058807373,6004
0.0017240047454833984,0.002946138381958008,0.04261469841003418,0.0002002716064453125,0.016369104385375977,604
0.016304969787597656,0.004273653030395508,0.0469820499420166,0.00019598007202148438,0.02228689193725586,704
0.016517162322998047,0.03495335578918457,5.200599193572998,0.0001456737518310547,1.9667024612426758,8004
0.0017101764678955078,0.003022432327270508,0.054819345474243164,0.00018739700317382812,0.02923583984375,804
0.0014348030090332031,0.004396677017211914,0.06440305709838867,0.00020074844360351562,0.03908658027648926,904
