Net generation overhead,JSON,DTapn,DTapnQ,LTL,Init+Final
0.0003230571746826172,0.0008707046508789062,0.003427267074584961,0.0001919269561767578,0.003714323043823242,156
0.0004088878631591797,0.0011563301086425781,0.00591588020324707,0.00028634071350097656,0.0022525787353515625,184
0.0006020069122314453,0.0017709732055664062,0.007191181182861328,0.00022411346435546875,0.003892183303833008,212
0.0006372928619384766,0.002269268035888672,0.00984644889831543,0.00022745132446289062,0.0035619735717773438,236
0.0004837512969970703,0.0018265247344970703,0.010380744934082031,0.00038170814514160156,0.004145622253417969,264
0.0018842220306396484,0.0027217864990234375,0.013466596603393555,0.0002884864807128906,0.004408359527587891,292
0.0005848407745361328,0.00177001953125,0.016260862350463867,0.00019741058349609375,0.005831003189086914,316
0.0006480216979980469,0.0019404888153076172,0.01584625244140625,0.00038313865661621094,0.0051517486572265625,344
0.0007014274597167969,0.002615213394165039,0.01410675048828125,0.0003154277801513672,0.00727534294128418,372
0.00078582763671875,0.0023012161254882812,0.017556190490722656,0.0002574920654296875,0.006742238998413086,396
0.0007767677307128906,0.0036690235137939453,0.022047758102416992,0.00019478797912597656,0.02828192710876465,424
0.0008170604705810547,0.0023620128631591797,0.027202367782592773,0.0003151893615722656,0.009382963180541992,452
0.0010516643524169922,0.003649473190307617,0.0346531867980957,0.010895013809204102,0.011490345001220703,476
0.0011072158813476562,0.0030336380004882812,0.03352856636047363,0.0008566379547119141,0.011411905288696289,504
0.001535177230834961,0.0032918453216552734,0.039750099182128906,0.0003628730773925781,0.009931802749633789,532
0.0010378360748291016,0.0039348602294921875,0.03470754623413086,0.000209808349609375,0.013663291931152344,556
0.0006253719329833984,0.003309965133666992,0.041388750076293945,0.0002028942108154297,0.014366626739501953,584
0.000659942626953125,0.002199411392211914,0.04556393623352051,0.00018286705017089844,0.013045549392700195,612
0.0012047290802001953,0.0031347274780273438,0.05120062828063965,0.0002503395080566406,0.013062477111816406,636
0.0018029212951660156,0.004962921142578125,0.047277212142944336,0.0001766681671142578,0.01795220375061035,664
0.0008304119110107422,0.005773067474365234,0.04600191116333008,0.0006396770477294922,0.022997140884399414,692
0.0014138221740722656,0.0037746429443359375,0.05769848823547363,0.0001914501190185547,0.02149796485900879,716
0.0024390220642089844,0.004297971725463867,0.05365133285522461,0.00022864341735839844,0.020543336868286133,744
