Model;Query;Result;Verification Time;Memory Usage;Discovered States;Explored States;Stored States;Query Property;Extra Tokens;Verification Method;Symmetry;Search Order;Approximation Method;Approximation Constant
Shared_30.tapn;LoopFree;Satisfied;0.012 s;N/A;31;3;30;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_30.tapn;All3;Satisfied;0.012 s;N/A;31;3;30;AG ((!(deadlock) or Routings.P27 >= 1) and (P27_visited.P27_visited >= 1 or Routings.P27 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_40.tapn;Reach_P39;Satisfied;0.007 s;N/A;43;3;42;AG (!(deadlock) or Routings.P39 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_40.tapn;Waypoint_P39_visited;Satisfied;0.009 s;N/A;43;3;42;AG (P39_visited.P39_visited >= 1 or Routings.P39 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_40.tapn;LoopFree;Satisfied;0.009 s;N/A;43;3;42;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_40.tapn;All3;Satisfied;0.01 s;N/A;43;3;42;AG ((!(deadlock) or Routings.P39 >= 1) and (P39_visited.P39_visited >= 1 or Routings.P39 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_50.tapn;Reach_P48;Satisfied;0.004 s;N/A;52;3;51;AG (!(deadlock) or Routings.P48 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_50.tapn;Waypoint_P48_visited;Satisfied;0.011 s;N/A;52;3;51;AG (P48_visited.P48_visited >= 1 or Routings.P48 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_50.tapn;LoopFree;Satisfied;0.007 s;N/A;52;3;51;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_50.tapn;All3;Satisfied;0.016 s;N/A;52;3;51;AG ((!(deadlock) or Routings.P48 >= 1) and (P48_visited.P48_visited >= 1 or Routings.P48 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_60.tapn;Reach_P57;Satisfied;0.008 s;N/A;61;3;60;AG (!(deadlock) or Routings.P57 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_60.tapn;Waypoint_P57_visited;Satisfied;0.008 s;N/A;61;3;60;AG (P57_visited.P57_visited >= 1 or Routings.P57 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_60.tapn;LoopFree;Satisfied;0.008 s;N/A;61;3;60;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_60.tapn;All3;Satisfied;0.02 s;N/A;61;3;60;AG ((!(deadlock) or Routings.P57 >= 1) and (P57_visited.P57_visited >= 1 or Routings.P57 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_70.tapn;Reach_P69;Satisfied;0.005 s;N/A;73;3;72;AG (!(deadlock) or Routings.P69 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_70.tapn;Waypoint_P69_visited;Satisfied;0.01 s;N/A;73;3;72;AG (P69_visited.P69_visited >= 1 or Routings.P69 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_70.tapn;LoopFree;Satisfied;0.008 s;N/A;73;3;72;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_70.tapn;All3;Satisfied;0.017 s;N/A;73;3;72;AG ((!(deadlock) or Routings.P69 >= 1) and (P69_visited.P69_visited >= 1 or Routings.P69 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_80.tapn;Reach_P78;Satisfied;0.013 s;N/A;82;3;81;AG (!(deadlock) or Routings.P78 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_80.tapn;Waypoint_P78_visited;Satisfied;0.011 s;N/A;82;3;81;AG (P78_visited.P78_visited >= 1 or Routings.P78 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_80.tapn;LoopFree;Satisfied;0.009 s;N/A;82;3;81;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_80.tapn;All3;Satisfied;0.007 s;N/A;82;3;81;AG ((!(deadlock) or Routings.P78 >= 1) and (P78_visited.P78_visited >= 1 or Routings.P78 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_90.tapn;Reach_P87;Satisfied;0.011 s;N/A;91;3;90;AG (!(deadlock) or Routings.P87 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_90.tapn;Waypoint_P87_visited;Satisfied;0.012 s;N/A;91;3;90;AG (P87_visited.P87_visited >= 1 or Routings.P87 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_90.tapn;LoopFree;Satisfied;0.011 s;N/A;91;3;90;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_90.tapn;All3;Satisfied;0.007 s;N/A;91;3;90;AG ((!(deadlock) or Routings.P87 >= 1) and (P87_visited.P87_visited >= 1 or Routings.P87 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_100.tapn;Reach_P99;Satisfied;0.012 s;N/A;103;3;102;AG (!(deadlock) or Routings.P99 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_100.tapn;Waypoint_P99_visited;Satisfied;0.009 s;N/A;103;3;102;AG (P99_visited.P99_visited >= 1 or Routings.P99 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_100.tapn;LoopFree;Satisfied;0.008 s;N/A;103;3;102;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Shared_100.tapn;All3;Satisfied;0.011 s;N/A;103;3;102;AG ((!(deadlock) or Routings.P99 >= 1) and (P99_visited.P99_visited >= 1 or Routings.P99 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
