Model;Query;Result;Verification Time;Memory Usage;Discovered States;Explored States;Stored States;Query Property;Extra Tokens;Verification Method;Symmetry;Search Order;Approximation Method;Approximation Constant
Cesnet2001.tapn;Waypoint_P19_visited;Satisfied;0.023 s;N/A;7;3;6;AG (P19_visited.P19_visited >= 1 or Routings.P22 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cesnet2001.tapn;LoopFree;Satisfied;0.024 s;N/A;7;3;6;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cesnet2001.tapn;All3;Satisfied;0.023 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P22 >= 1) and (P19_visited.P19_visited >= 1 or Routings.P22 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cesnet200304.tapn;Reach_P27;Satisfied;0.028 s;N/A;6;3;5;AG (!(deadlock) or Routings.P27 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cesnet200304.tapn;Waypoint_P25_visited;Satisfied;0.028 s;N/A;6;3;5;AG (P25_visited.P25_visited >= 1 or Routings.P27 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cesnet200304.tapn;LoopFree;Satisfied;0.027 s;N/A;6;3;5;AG P5_visited.P5_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cesnet200304.tapn;All3;Satisfied;0.028 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P27 >= 1) and (P25_visited.P25_visited >= 1 or Routings.P27 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cesnet200511.tapn;Reach_P24;Satisfied;0.025 s;N/A;6;3;5;AG (!(deadlock) or Routings.P24 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cesnet200511.tapn;Waypoint_P9_visited;Satisfied;0.026 s;N/A;6;3;5;AG (P9_visited.P9_visited >= 1 or Routings.P24 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cesnet200511.tapn;LoopFree;Satisfied;0.023 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cesnet200511.tapn;All3;Satisfied;0.027 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P24 >= 1) and (P9_visited.P9_visited >= 1 or Routings.P24 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cesnet200603.tapn;Reach_P24;Satisfied;0.024 s;N/A;6;3;5;AG (!(deadlock) or Routings.P24 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cesnet200603.tapn;Waypoint_P9_visited;Satisfied;0.021 s;N/A;6;3;5;AG (P9_visited.P9_visited >= 1 or Routings.P24 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cesnet200603.tapn;LoopFree;Satisfied;0.021 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cesnet200603.tapn;All3;Satisfied;0.022 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P24 >= 1) and (P9_visited.P9_visited >= 1 or Routings.P24 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cesnet200706.tapn;Reach_P29;Satisfied;0.022 s;N/A;6;3;5;AG (!(deadlock) or Routings.P29 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cesnet200706.tapn;Waypoint_P9_visited;Satisfied;0.024 s;N/A;6;3;5;AG (P9_visited.P9_visited >= 1 or Routings.P29 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cesnet200706.tapn;LoopFree;Satisfied;0.024 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cesnet200706.tapn;All3;Satisfied;0.023 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P29 >= 1) and (P9_visited.P9_visited >= 1 or Routings.P29 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cesnet201006.tapn;Reach_P30;Satisfied;0.029 s;N/A;6;3;5;AG (!(deadlock) or Routings.P30 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cesnet201006.tapn;Waypoint_P20_visited;Satisfied;0.026 s;N/A;6;3;5;AG (P20_visited.P20_visited >= 1 or Routings.P30 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cesnet201006.tapn;LoopFree;Satisfied;0.026 s;N/A;6;3;5;AG P5_visited.P5_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cesnet201006.tapn;All3;Satisfied;0.028 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P30 >= 1) and (P20_visited.P20_visited >= 1 or Routings.P30 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Chinanet.tapn;Reach_P41;Satisfied;0.027 s;N/A;11;3;10;AG (!(deadlock) or Routings.P41 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Chinanet.tapn;Waypoint_P8_visited;Satisfied;0.03 s;N/A;11;3;10;AG (P8_visited.P8_visited >= 1 or Routings.P41 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Chinanet.tapn;LoopFree;Satisfied;0.027 s;N/A;11;3;10;AG P4_visited.P4_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Chinanet.tapn;All3;Satisfied;0.034 s;N/A;11;3;10;AG ((!(deadlock) or Routings.P41 >= 1) and (P8_visited.P8_visited >= 1 or Routings.P41 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cogentco.tapn;Reach_P187;Satisfied;0.028 s;N/A;7;3;6;AG (!(deadlock) or Routings.P187 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cogentco.tapn;Waypoint_P45_visited;Satisfied;0.028 s;N/A;7;3;6;AG (P45_visited.P45_visited >= 1 or Routings.P187 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cogentco.tapn;LoopFree;Satisfied;0.032 s;N/A;7;3;6;AG P44_visited.P44_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cogentco.tapn;All3;Satisfied;0.032 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P187 >= 1) and (P45_visited.P45_visited >= 1 or Routings.P187 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Colt.tapn;Reach_P147;Satisfied;0.035 s;N/A;6;3;5;AG (!(deadlock) or Routings.P147 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Colt.tapn;Waypoint_P33_visited;Satisfied;0.025 s;N/A;6;3;5;AG (P33_visited.P33_visited >= 1 or Routings.P147 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Colt.tapn;LoopFree;Satisfied;0.026 s;N/A;6;3;5;AG P32_visited.P32_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Colt.tapn;All3;Satisfied;0.025 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P147 >= 1) and (P33_visited.P33_visited >= 1 or Routings.P147 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Columbus.tapn;Reach_P49;Satisfied;0.032 s;N/A;7;3;6;AG (!(deadlock) or Routings.P49 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Columbus.tapn;Waypoint_P26_visited;Satisfied;0.026 s;N/A;7;3;6;AG (P26_visited.P26_visited >= 1 or Routings.P49 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Columbus.tapn;LoopFree;Satisfied;0.028 s;N/A;7;3;6;AG P12_visited.P12_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Columbus.tapn;All3;Satisfied;0.026 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P49 >= 1) and (P26_visited.P26_visited >= 1 or Routings.P49 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Compuserve.tapn;Reach_P13;Satisfied;0.028 s;N/A;7;3;6;AG (!(deadlock) or Routings.P13 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Compuserve.tapn;Waypoint_P12_visited;Satisfied;0.025 s;N/A;7;3;6;AG (P12_visited.P12_visited >= 1 or Routings.P13 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Compuserve.tapn;LoopFree;Satisfied;0.022 s;N/A;7;3;6;AG P6_visited.P6_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Compuserve.tapn;All3;Satisfied;0.025 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P13 >= 1) and (P12_visited.P12_visited >= 1 or Routings.P13 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
CrlNetworkServices.tapn;Reach_P32;Satisfied;0.028 s;N/A;9;3;8;AG (!(deadlock) or Routings.P32 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
CrlNetworkServices.tapn;Waypoint_P1_visited;Satisfied;0.028 s;N/A;9;3;8;AG (P1_visited.P1_visited >= 1 or Routings.P32 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
CrlNetworkServices.tapn;LoopFree;Satisfied;0.029 s;N/A;9;3;8;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
CrlNetworkServices.tapn;All3;Satisfied;0.031 s;N/A;9;3;8;AG ((!(deadlock) or Routings.P32 >= 1) and (P1_visited.P1_visited >= 1 or Routings.P32 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cudi.tapn;Reach_P48;Satisfied;0.024 s;N/A;6;3;5;AG (!(deadlock) or Routings.P48 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cudi.tapn;Waypoint_P43_visited;Satisfied;0.027 s;N/A;6;3;5;AG (P43_visited.P43_visited >= 1 or Routings.P48 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cudi.tapn;LoopFree;Satisfied;0.026 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cudi.tapn;All3;Satisfied;0.027 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P48 >= 1) and (P43_visited.P43_visited >= 1 or Routings.P48 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cwix.tapn;Reach_P34;Satisfied;0.029 s;N/A;8;3;7;AG (!(deadlock) or Routings.P34 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cwix.tapn;Waypoint_P1_visited;Satisfied;0.025 s;N/A;8;3;7;AG (P1_visited.P1_visited >= 1 or Routings.P34 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cwix.tapn;LoopFree;Satisfied;0.026 s;N/A;8;3;7;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Cwix.tapn;All3;Satisfied;0.029 s;N/A;8;3;7;AG ((!(deadlock) or Routings.P34 >= 1) and (P1_visited.P1_visited >= 1 or Routings.P34 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Dataxchange.tapn;Reach_P5;Satisfied;0.026 s;N/A;6;3;5;AG (!(deadlock) or Routings.P5 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Dataxchange.tapn;Waypoint_P1_visited;Satisfied;0.021 s;N/A;6;3;5;AG (P1_visited.P1_visited >= 1 or Routings.P5 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Dataxchange.tapn;LoopFree;Satisfied;0.021 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Dataxchange.tapn;All3;Satisfied;0.026 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P5 >= 1) and (P1_visited.P1_visited >= 1 or Routings.P5 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Deltacom.tapn;Reach_P112;Satisfied;0.033 s;N/A;8;3;7;AG (!(deadlock) or Routings.P112 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Deltacom.tapn;Waypoint_P98_visited;Satisfied;0.032 s;N/A;8;3;7;AG (P98_visited.P98_visited >= 1 or Routings.P112 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Deltacom.tapn;LoopFree;Satisfied;0.032 s;N/A;8;3;7;AG P3_visited.P3_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Deltacom.tapn;All3;Satisfied;0.032 s;N/A;8;3;7;AG ((!(deadlock) or Routings.P112 >= 1) and (P98_visited.P98_visited >= 1 or Routings.P112 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
DeutscheTelekom.tapn;Reach_P32;Satisfied;0.026 s;N/A;6;3;5;AG (!(deadlock) or Routings.P32 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
DeutscheTelekom.tapn;Waypoint_P1_visited;Satisfied;0.026 s;N/A;6;3;5;AG (P1_visited.P1_visited >= 1 or Routings.P32 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
DeutscheTelekom.tapn;LoopFree;Satisfied;0.027 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
DeutscheTelekom.tapn;All3;Satisfied;0.026 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P32 >= 1) and (P1_visited.P1_visited >= 1 or Routings.P32 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Dfn.tapn;Reach_P57;Satisfied;0.029 s;N/A;8;3;7;AG (!(deadlock) or Routings.P57 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Dfn.tapn;Waypoint_P44_visited;Satisfied;0.032 s;N/A;8;3;7;AG (P44_visited.P44_visited >= 1 or Routings.P57 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Dfn.tapn;LoopFree;Satisfied;0.031 s;N/A;8;3;7;AG P17_visited.P17_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Dfn.tapn;All3;Satisfied;0.033 s;N/A;8;3;7;AG ((!(deadlock) or Routings.P57 >= 1) and (P44_visited.P44_visited >= 1 or Routings.P57 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
DialtelecomCz.tapn;Reach_P154;Satisfied;0.029 s;N/A;6;3;5;AG (!(deadlock) or Routings.P154 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
DialtelecomCz.tapn;Waypoint_P152_visited;Satisfied;0.027 s;N/A;6;3;5;AG (P152_visited.P152_visited >= 1 or Routings.P154 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
DialtelecomCz.tapn;LoopFree;Satisfied;0.028 s;N/A;6;3;5;AG P40_visited.P40_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
DialtelecomCz.tapn;All3;Satisfied;0.025 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P154 >= 1) and (P152_visited.P152_visited >= 1 or Routings.P154 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Digex.tapn;Reach_P29;Satisfied;0.026 s;N/A;8;3;7;AG (!(deadlock) or Routings.P29 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Digex.tapn;Waypoint_P24_visited;Satisfied;0.029 s;N/A;8;3;7;AG (P24_visited.P24_visited >= 1 or Routings.P29 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Digex.tapn;LoopFree;Satisfied;0.026 s;N/A;8;3;7;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Digex.tapn;All3;Satisfied;0.028 s;N/A;8;3;7;AG ((!(deadlock) or Routings.P29 >= 1) and (P24_visited.P24_visited >= 1 or Routings.P29 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Easynet.tapn;Reach_P15;Satisfied;0.025 s;N/A;7;3;6;AG (!(deadlock) or Routings.P15 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Easynet.tapn;Waypoint_P7_visited;Satisfied;0.028 s;N/A;7;3;6;AG (P7_visited.P7_visited >= 1 or Routings.P15 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Easynet.tapn;LoopFree;Satisfied;0.026 s;N/A;7;3;6;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Easynet.tapn;All3;Satisfied;0.03 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P15 >= 1) and (P7_visited.P7_visited >= 1 or Routings.P15 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Eenet.tapn;Reach_P9;Satisfied;0.026 s;N/A;6;3;5;AG (!(deadlock) or Routings.P9 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Eenet.tapn;Waypoint_P5_visited;Satisfied;0.026 s;N/A;6;3;5;AG (P5_visited.P5_visited >= 1 or Routings.P9 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Eenet.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Eenet.tapn;All3;Satisfied;0.02 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P9 >= 1) and (P5_visited.P5_visited >= 1 or Routings.P9 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
EliBackbone.tapn;Reach_P19;Satisfied;0.03 s;N/A;6;3;5;AG (!(deadlock) or Routings.P19 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
EliBackbone.tapn;Waypoint_P1_visited;Satisfied;0.031 s;N/A;6;3;5;AG (P1_visited.P1_visited >= 1 or Routings.P19 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
EliBackbone.tapn;LoopFree;Satisfied;0.027 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
EliBackbone.tapn;All3;Satisfied;0.029 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P19 >= 1) and (P1_visited.P1_visited >= 1 or Routings.P19 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Ernet.tapn;Reach_P28;Satisfied;0.026 s;N/A;7;3;6;AG (!(deadlock) or Routings.P28 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Ernet.tapn;Waypoint_P27_visited;Satisfied;0.025 s;N/A;7;3;6;AG (P27_visited.P27_visited >= 1 or Routings.P28 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Ernet.tapn;LoopFree;Satisfied;0.023 s;N/A;7;3;6;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Ernet.tapn;All3;Satisfied;0.025 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P28 >= 1) and (P27_visited.P27_visited >= 1 or Routings.P28 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Esnet.tapn;Reach_P67;Satisfied;0.06 s;N/A;6;3;5;AG (!(deadlock) or Routings.P67 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Esnet.tapn;Waypoint_P5_visited;Satisfied;0.026 s;N/A;6;3;5;AG (P5_visited.P5_visited >= 1 or Routings.P67 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Esnet.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P4_visited.P4_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Esnet.tapn;All3;Satisfied;0.026 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P67 >= 1) and (P5_visited.P5_visited >= 1 or Routings.P67 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Eunetworks.tapn;Reach_P14;Satisfied;0.025 s;N/A;8;3;7;AG (!(deadlock) or Routings.P14 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Eunetworks.tapn;Waypoint_P8_visited;Satisfied;0.029 s;N/A;8;3;7;AG (P8_visited.P8_visited >= 1 or Routings.P14 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Eunetworks.tapn;LoopFree;Satisfied;0.027 s;N/A;8;3;7;AG P7_visited.P7_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Eunetworks.tapn;All3;Satisfied;0.028 s;N/A;8;3;7;AG ((!(deadlock) or Routings.P14 >= 1) and (P8_visited.P8_visited >= 1 or Routings.P14 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Evolink.tapn;Reach_P29;Satisfied;0.028 s;N/A;6;3;5;AG (!(deadlock) or Routings.P29 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Evolink.tapn;Waypoint_P8_visited;Satisfied;0.025 s;N/A;6;3;5;AG (P8_visited.P8_visited >= 1 or Routings.P29 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Evolink.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P4_visited.P4_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Evolink.tapn;All3;Satisfied;0.025 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P29 >= 1) and (P8_visited.P8_visited >= 1 or Routings.P29 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Fatman.tapn;Reach_P15;Satisfied;0.021 s;N/A;6;3;5;AG (!(deadlock) or Routings.P15 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Fatman.tapn;Waypoint_P2_visited;Satisfied;0.022 s;N/A;6;3;5;AG (P2_visited.P2_visited >= 1 or Routings.P15 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Fatman.tapn;LoopFree;Satisfied;0.021 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Fatman.tapn;All3;Satisfied;0.025 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P15 >= 1) and (P2_visited.P2_visited >= 1 or Routings.P15 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Fccn.tapn;Reach_P22;Satisfied;0.021 s;N/A;6;3;5;AG (!(deadlock) or Routings.P22 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Fccn.tapn;Waypoint_P6_visited;Satisfied;0.021 s;N/A;6;3;5;AG (P6_visited.P6_visited >= 1 or Routings.P22 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Fccn.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Fccn.tapn;All3;Satisfied;0.026 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P22 >= 1) and (P6_visited.P6_visited >= 1 or Routings.P22 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Forthnet.tapn;Reach_P61;Satisfied;0.021 s;N/A;6;3;5;AG (!(deadlock) or Routings.P61 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Forthnet.tapn;Waypoint_P7_visited;Satisfied;0.024 s;N/A;6;3;5;AG (P7_visited.P7_visited >= 1 or Routings.P61 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Forthnet.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P4_visited.P4_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Forthnet.tapn;All3;Satisfied;0.025 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P61 >= 1) and (P7_visited.P7_visited >= 1 or Routings.P61 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Funet.tapn;Reach_P14;Satisfied;0.026 s;N/A;11;3;10;AG (!(deadlock) or Routings.P14 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Funet.tapn;Waypoint_P12_visited;Satisfied;0.027 s;N/A;11;3;10;AG (P12_visited.P12_visited >= 1 or Routings.P14 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Funet.tapn;LoopFree;Satisfied;0.027 s;N/A;11;3;10;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Funet.tapn;All3;Satisfied;0.028 s;N/A;11;3;10;AG ((!(deadlock) or Routings.P14 >= 1) and (P12_visited.P12_visited >= 1 or Routings.P14 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr199901.tapn;Reach_P11;Satisfied;0.027 s;N/A;6;3;5;AG (!(deadlock) or Routings.P11 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
