Model;Query;Result;Verification Time;Memory Usage;Discovered States;Explored States;Stored States;Query Property;Extra Tokens;Verification Method;Symmetry;Search Order;Approximation Method;Approximation Constant
Garr199901.tapn;Waypoint_P1_visited;Satisfied;0.025 s;N/A;6;3;5;AG (P1_visited.P1_visited >= 1 or Routings.P11 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr199901.tapn;LoopFree;Satisfied;0.021 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr199901.tapn;All3;Satisfied;0.032 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P11 >= 1) and (P1_visited.P1_visited >= 1 or Routings.P11 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr199904.tapn;Reach_P21;Satisfied;0.027 s;N/A;6;3;5;AG (!(deadlock) or Routings.P21 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr199904.tapn;Waypoint_P19_visited;Satisfied;0.022 s;N/A;6;3;5;AG (P19_visited.P19_visited >= 1 or Routings.P21 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr199904.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr199904.tapn;All3;Satisfied;0.023 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P21 >= 1) and (P19_visited.P19_visited >= 1 or Routings.P21 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr199905.tapn;Reach_P21;Satisfied;0.022 s;N/A;6;3;5;AG (!(deadlock) or Routings.P21 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr199905.tapn;Waypoint_P19_visited;Satisfied;0.02 s;N/A;6;3;5;AG (P19_visited.P19_visited >= 1 or Routings.P21 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr199905.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr199905.tapn;All3;Satisfied;0.023 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P21 >= 1) and (P19_visited.P19_visited >= 1 or Routings.P21 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200109.tapn;Reach_P20;Satisfied;0.026 s;N/A;6;3;5;AG (!(deadlock) or Routings.P20 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200109.tapn;Waypoint_P18_visited;Satisfied;0.025 s;N/A;6;3;5;AG (P18_visited.P18_visited >= 1 or Routings.P20 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200109.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200109.tapn;All3;Satisfied;0.025 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P20 >= 1) and (P18_visited.P18_visited >= 1 or Routings.P20 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200112.tapn;Reach_P23;Satisfied;0.021 s;N/A;6;3;5;AG (!(deadlock) or Routings.P23 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200112.tapn;Waypoint_P9_visited;Satisfied;0.022 s;N/A;6;3;5;AG (P9_visited.P9_visited >= 1 or Routings.P23 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200112.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P1_visited.P1_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200112.tapn;All3;Satisfied;0.02 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P23 >= 1) and (P9_visited.P9_visited >= 1 or Routings.P23 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200212.tapn;Reach_P26;Satisfied;0.021 s;N/A;6;3;5;AG (!(deadlock) or Routings.P26 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200212.tapn;Waypoint_P24_visited;Satisfied;0.022 s;N/A;6;3;5;AG (P24_visited.P24_visited >= 1 or Routings.P26 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200212.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200212.tapn;All3;Satisfied;0.021 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P26 >= 1) and (P24_visited.P24_visited >= 1 or Routings.P26 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200404.tapn;Reach_P20;Satisfied;0.021 s;N/A;6;3;5;AG (!(deadlock) or Routings.P20 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200404.tapn;Waypoint_P18_visited;Satisfied;0.021 s;N/A;6;3;5;AG (P18_visited.P18_visited >= 1 or Routings.P20 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200404.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200404.tapn;All3;Satisfied;0.021 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P20 >= 1) and (P18_visited.P18_visited >= 1 or Routings.P20 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200902.tapn;Reach_P52;Satisfied;0.027 s;N/A;7;3;6;AG (!(deadlock) or Routings.P52 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200902.tapn;Waypoint_P24_visited;Satisfied;0.025 s;N/A;7;3;6;AG (P24_visited.P24_visited >= 1 or Routings.P52 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200902.tapn;LoopFree;Satisfied;0.025 s;N/A;7;3;6;AG P14_visited.P14_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200902.tapn;All3;Satisfied;0.025 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P52 >= 1) and (P24_visited.P24_visited >= 1 or Routings.P52 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200908.tapn;Reach_P52;Satisfied;0.023 s;N/A;7;3;6;AG (!(deadlock) or Routings.P52 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200908.tapn;Waypoint_P24_visited;Satisfied;0.021 s;N/A;7;3;6;AG (P24_visited.P24_visited >= 1 or Routings.P52 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200908.tapn;LoopFree;Satisfied;0.021 s;N/A;7;3;6;AG P14_visited.P14_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200908.tapn;All3;Satisfied;0.021 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P52 >= 1) and (P24_visited.P24_visited >= 1 or Routings.P52 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200909.tapn;Reach_P53;Satisfied;0.026 s;N/A;7;3;6;AG (!(deadlock) or Routings.P53 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200909.tapn;Waypoint_P28_visited;Satisfied;0.025 s;N/A;7;3;6;AG (P28_visited.P28_visited >= 1 or Routings.P53 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200909.tapn;LoopFree;Satisfied;0.022 s;N/A;7;3;6;AG P12_visited.P12_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200909.tapn;All3;Satisfied;0.025 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P53 >= 1) and (P28_visited.P28_visited >= 1 or Routings.P53 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200912.tapn;Reach_P52;Satisfied;0.025 s;N/A;7;3;6;AG (!(deadlock) or Routings.P52 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200912.tapn;Waypoint_P27_visited;Satisfied;0.025 s;N/A;7;3;6;AG (P27_visited.P27_visited >= 1 or Routings.P52 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200912.tapn;LoopFree;Satisfied;0.022 s;N/A;7;3;6;AG P12_visited.P12_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr200912.tapn;All3;Satisfied;0.026 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P52 >= 1) and (P27_visited.P27_visited >= 1 or Routings.P52 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201001.tapn;Reach_P52;Satisfied;0.021 s;N/A;7;3;6;AG (!(deadlock) or Routings.P52 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201001.tapn;Waypoint_P27_visited;Satisfied;0.023 s;N/A;7;3;6;AG (P27_visited.P27_visited >= 1 or Routings.P52 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201001.tapn;LoopFree;Satisfied;0.022 s;N/A;7;3;6;AG P12_visited.P12_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201001.tapn;All3;Satisfied;0.022 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P52 >= 1) and (P27_visited.P27_visited >= 1 or Routings.P52 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201003.tapn;Reach_P52;Satisfied;0.022 s;N/A;7;3;6;AG (!(deadlock) or Routings.P52 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201003.tapn;Waypoint_P27_visited;Satisfied;0.021 s;N/A;7;3;6;AG (P27_visited.P27_visited >= 1 or Routings.P52 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201003.tapn;LoopFree;Satisfied;0.02 s;N/A;7;3;6;AG P12_visited.P12_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201003.tapn;All3;Satisfied;0.023 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P52 >= 1) and (P27_visited.P27_visited >= 1 or Routings.P52 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201004.tapn;Reach_P52;Satisfied;0.022 s;N/A;7;3;6;AG (!(deadlock) or Routings.P52 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201004.tapn;Waypoint_P27_visited;Satisfied;0.021 s;N/A;7;3;6;AG (P27_visited.P27_visited >= 1 or Routings.P52 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201004.tapn;LoopFree;Satisfied;0.022 s;N/A;7;3;6;AG P12_visited.P12_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201004.tapn;All3;Satisfied;0.022 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P52 >= 1) and (P27_visited.P27_visited >= 1 or Routings.P52 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201005.tapn;Reach_P53;Satisfied;0.022 s;N/A;7;3;6;AG (!(deadlock) or Routings.P53 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201005.tapn;Waypoint_P28_visited;Satisfied;0.022 s;N/A;7;3;6;AG (P28_visited.P28_visited >= 1 or Routings.P53 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201005.tapn;LoopFree;Satisfied;0.024 s;N/A;7;3;6;AG P12_visited.P12_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201005.tapn;All3;Satisfied;0.022 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P53 >= 1) and (P28_visited.P28_visited >= 1 or Routings.P53 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201007.tapn;Reach_P53;Satisfied;0.022 s;N/A;7;3;6;AG (!(deadlock) or Routings.P53 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201007.tapn;Waypoint_P28_visited;Satisfied;0.021 s;N/A;7;3;6;AG (P28_visited.P28_visited >= 1 or Routings.P53 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201007.tapn;LoopFree;Satisfied;0.022 s;N/A;7;3;6;AG P12_visited.P12_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201007.tapn;All3;Satisfied;0.02 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P53 >= 1) and (P28_visited.P28_visited >= 1 or Routings.P53 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201008.tapn;Reach_P53;Satisfied;0.023 s;N/A;7;3;6;AG (!(deadlock) or Routings.P53 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201008.tapn;Waypoint_P28_visited;Satisfied;0.021 s;N/A;7;3;6;AG (P28_visited.P28_visited >= 1 or Routings.P53 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201008.tapn;LoopFree;Satisfied;0.024 s;N/A;7;3;6;AG P12_visited.P12_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201008.tapn;All3;Satisfied;0.021 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P53 >= 1) and (P28_visited.P28_visited >= 1 or Routings.P53 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201010.tapn;Reach_P54;Satisfied;0.032 s;N/A;7;3;6;AG (!(deadlock) or Routings.P54 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201010.tapn;Waypoint_P32_visited;Satisfied;0.025 s;N/A;7;3;6;AG (P32_visited.P32_visited >= 1 or Routings.P54 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201010.tapn;LoopFree;Satisfied;0.022 s;N/A;7;3;6;AG P12_visited.P12_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201010.tapn;All3;Satisfied;0.024 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P54 >= 1) and (P32_visited.P32_visited >= 1 or Routings.P54 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201012.tapn;Reach_P54;Satisfied;0.023 s;N/A;7;3;6;AG (!(deadlock) or Routings.P54 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201012.tapn;Waypoint_P32_visited;Satisfied;0.023 s;N/A;7;3;6;AG (P32_visited.P32_visited >= 1 or Routings.P54 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201012.tapn;LoopFree;Satisfied;0.023 s;N/A;7;3;6;AG P12_visited.P12_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201012.tapn;All3;Satisfied;0.021 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P54 >= 1) and (P32_visited.P32_visited >= 1 or Routings.P54 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201101.tapn;Reach_P54;Satisfied;0.021 s;N/A;7;3;6;AG (!(deadlock) or Routings.P54 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201101.tapn;Waypoint_P32_visited;Satisfied;0.021 s;N/A;7;3;6;AG (P32_visited.P32_visited >= 1 or Routings.P54 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201101.tapn;LoopFree;Satisfied;0.022 s;N/A;7;3;6;AG P12_visited.P12_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201101.tapn;All3;Satisfied;0.021 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P54 >= 1) and (P32_visited.P32_visited >= 1 or Routings.P54 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201102.tapn;Reach_P55;Satisfied;0.028 s;N/A;7;3;6;AG (!(deadlock) or Routings.P55 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201102.tapn;Waypoint_P33_visited;Satisfied;0.023 s;N/A;7;3;6;AG (P33_visited.P33_visited >= 1 or Routings.P55 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201102.tapn;LoopFree;Satisfied;0.027 s;N/A;7;3;6;AG P13_visited.P13_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201102.tapn;All3;Satisfied;0.022 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P55 >= 1) and (P33_visited.P33_visited >= 1 or Routings.P55 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201103.tapn;Reach_P56;Satisfied;0.026 s;N/A;7;3;6;AG (!(deadlock) or Routings.P56 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201103.tapn;Waypoint_P32_visited;Satisfied;0.027 s;N/A;7;3;6;AG (P32_visited.P32_visited >= 1 or Routings.P56 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201103.tapn;LoopFree;Satisfied;0.022 s;N/A;7;3;6;AG P14_visited.P14_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201103.tapn;All3;Satisfied;0.024 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P56 >= 1) and (P32_visited.P32_visited >= 1 or Routings.P56 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201104.tapn;Reach_P57;Satisfied;0.026 s;N/A;7;3;6;AG (!(deadlock) or Routings.P57 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201104.tapn;Waypoint_P32_visited;Satisfied;0.025 s;N/A;7;3;6;AG (P32_visited.P32_visited >= 1 or Routings.P57 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201104.tapn;LoopFree;Satisfied;0.021 s;N/A;7;3;6;AG P14_visited.P14_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201104.tapn;All3;Satisfied;0.026 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P57 >= 1) and (P32_visited.P32_visited >= 1 or Routings.P57 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201105.tapn;Reach_P52;Satisfied;0.026 s;N/A;7;3;6;AG (!(deadlock) or Routings.P52 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201105.tapn;Waypoint_P32_visited;Satisfied;0.024 s;N/A;7;3;6;AG (P32_visited.P32_visited >= 1 or Routings.P52 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201105.tapn;LoopFree;Satisfied;0.022 s;N/A;7;3;6;AG P14_visited.P14_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201105.tapn;All3;Satisfied;0.025 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P52 >= 1) and (P32_visited.P32_visited >= 1 or Routings.P52 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201107.tapn;Reach_P52;Satisfied;0.021 s;N/A;7;3;6;AG (!(deadlock) or Routings.P52 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201107.tapn;Waypoint_P32_visited;Satisfied;0.021 s;N/A;7;3;6;AG (P32_visited.P32_visited >= 1 or Routings.P52 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201107.tapn;LoopFree;Satisfied;0.022 s;N/A;7;3;6;AG P14_visited.P14_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201107.tapn;All3;Satisfied;0.021 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P52 >= 1) and (P32_visited.P32_visited >= 1 or Routings.P52 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201108.tapn;Reach_P52;Satisfied;0.021 s;N/A;7;3;6;AG (!(deadlock) or Routings.P52 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201108.tapn;Waypoint_P32_visited;Satisfied;0.021 s;N/A;7;3;6;AG (P32_visited.P32_visited >= 1 or Routings.P52 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201108.tapn;LoopFree;Satisfied;0.022 s;N/A;7;3;6;AG P14_visited.P14_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201108.tapn;All3;Satisfied;0.021 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P52 >= 1) and (P32_visited.P32_visited >= 1 or Routings.P52 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201109.tapn;Reach_P52;Satisfied;0.02 s;N/A;7;3;6;AG (!(deadlock) or Routings.P52 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201109.tapn;Waypoint_P32_visited;Satisfied;0.021 s;N/A;7;3;6;AG (P32_visited.P32_visited >= 1 or Routings.P52 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201109.tapn;LoopFree;Satisfied;0.023 s;N/A;7;3;6;AG P14_visited.P14_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201109.tapn;All3;Satisfied;0.022 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P52 >= 1) and (P32_visited.P32_visited >= 1 or Routings.P52 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201110.tapn;Reach_P52;Satisfied;0.022 s;N/A;7;3;6;AG (!(deadlock) or Routings.P52 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201110.tapn;Waypoint_P32_visited;Satisfied;0.021 s;N/A;7;3;6;AG (P32_visited.P32_visited >= 1 or Routings.P52 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201110.tapn;LoopFree;Satisfied;0.021 s;N/A;7;3;6;AG P14_visited.P14_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201110.tapn;All3;Satisfied;0.021 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P52 >= 1) and (P32_visited.P32_visited >= 1 or Routings.P52 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201111.tapn;Reach_P53;Satisfied;0.026 s;N/A;7;3;6;AG (!(deadlock) or Routings.P53 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201111.tapn;Waypoint_P33_visited;Satisfied;0.025 s;N/A;7;3;6;AG (P33_visited.P33_visited >= 1 or Routings.P53 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201111.tapn;LoopFree;Satisfied;0.022 s;N/A;7;3;6;AG P14_visited.P14_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201111.tapn;All3;Satisfied;0.024 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P53 >= 1) and (P33_visited.P33_visited >= 1 or Routings.P53 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201112.tapn;Reach_P54;Satisfied;0.026 s;N/A;7;3;6;AG (!(deadlock) or Routings.P54 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201112.tapn;Waypoint_P40_visited;Satisfied;0.025 s;N/A;7;3;6;AG (P40_visited.P40_visited >= 1 or Routings.P54 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201112.tapn;LoopFree;Satisfied;0.022 s;N/A;7;3;6;AG P14_visited.P14_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201112.tapn;All3;Satisfied;0.024 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P54 >= 1) and (P40_visited.P40_visited >= 1 or Routings.P54 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201201.tapn;Reach_P54;Satisfied;0.021 s;N/A;7;3;6;AG (!(deadlock) or Routings.P54 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201201.tapn;Waypoint_P40_visited;Satisfied;0.021 s;N/A;7;3;6;AG (P40_visited.P40_visited >= 1 or Routings.P54 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201201.tapn;LoopFree;Satisfied;0.021 s;N/A;7;3;6;AG P14_visited.P14_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Garr201201.tapn;All3;Satisfied;0.021 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P54 >= 1) and (P40_visited.P40_visited >= 1 or Routings.P54 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Geant2001.tapn;Reach_P25;Satisfied;0.029 s;N/A;7;3;6;AG (!(deadlock) or Routings.P25 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Geant2001.tapn;Waypoint_P2_visited;Satisfied;0.025 s;N/A;7;3;6;AG (P2_visited.P2_visited >= 1 or Routings.P25 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
